bisonID,basisOfRecord,catalogNumber,collectorNumber,recordedBy,providerID,institutionCode,resourceID,ownerInstitutionCollectionCode,eventDate,year,verbatimEventDate,providedScientificName,scientificName,ITISscientificName,providedCommonName,ITIScommonName,ITIStsn,validAcceptedITIStsn,providedTSN,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,coordinateUncertaintyInMeters,verbatimElevation,verbatimDepth,centroid,higherGeographyID,computedCountyFips,providedCounty,calculatedCounty,providedState,calculatedState,mrgid,calculated_waterbody,establishmentMeans,countryCode,institutionID,collectionID,relatedResourceID,associatedMedia,associatedReferences,generalComments,license
96043472,specimen,9319,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1940-07-10T02:00Z,1940,,Ramalina dilacerata (Hoffm.) Hoffm.,Ramalina dilacerata,Ramalina dilacerata,,NULL,190866,190866,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043473,specimen,8008,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),,,,Nephroma laevigatum Ach.,Nephroma laevigatum,Nephroma laevigatum,,NULL,191293,191293,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043475,specimen,6783,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1931-08-05T01:00Z,1931,,Parmelia hygrophila Goward & Ahti,Parmelia hygrophila,Parmelia hygrophila,,NULL,190714,190714,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043476,specimen,89767,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1956-07-05T01:00Z,1956,,Ramalina farinacea (L.) Ach.,Ramalina farinacea,Ramalina farinacea,,NULL,190868,190868,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043478,specimen,41123,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1940-07-10T02:00Z,1940,,Nephroma resupinatum (L.) Ach.,Nephroma resupinatum,Nephroma resupinatum,,NULL,191296,191296,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043482,specimen,7471,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1931-08-05T01:00Z,1931,,Parmelia saxatilis (L.) Ach.,Parmelia saxatilis,Parmelia saxatilis,,NULL,14010,14010,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043483,specimen,7997,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1940-07-10T02:00Z,1940,,Nephroma laevigatum Ach.,Nephroma laevigatum,Nephroma laevigatum,,NULL,191293,191293,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043484,specimen,7311,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1956-07-05T01:00Z,1956,,Lobaria pulmonaria (L.) Hoffm.,Lobaria pulmonaria,Lobaria pulmonaria,,NULL,191262,191262,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043486,specimen,7035,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1948-07-07T02:00Z,1948,,Lobaria oregana (Tuck.) Müll. Arg.,Lobaria oregana,Lobaria oregana,,NULL,191260,191260,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043487,specimen,7999,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1940-07-10T02:00Z,1940,,Nephroma laevigatum Ach.,Nephroma laevigatum,Nephroma laevigatum,,NULL,191293,191293,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043488,specimen,41269,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1958-10-05T01:00Z,1958,,Ochrolechia laevigata (Räsänen) Verseghy,Ochrolechia laevigata,Ochrolechia laevigata,,NULL,191513,191513,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
96043489,specimen,7996,,Grace E. Howard,25,University of Washington Burke Museum,"258,442",Lichen Collection - University of Washington Herbarium (WTU),1956-07-05T01:00Z,1956,,Nephroma laevigatum Ach.,Nephroma laevigatum,Nephroma laevigatum,,NULL,191293,191293,,46.27305984,-123.9441681,,,,,,,,53049,Pacific,Pacific County,Washington,Washington,,,,US,http://www.washington.edu/burkemuseum/collections/index.php,http://www.washington.edu/burkemuseum/collections/herbarium/index.php,,,,,CC0_1_0
